NME,data_time,time,step
0.013069958956736438,0.5376155413687229,0.6699492633342743,52.0
0.013049104510613207,0.006613869220018387,0.133391123265028,54.0
0.01302325554613797,0.006008680909872055,0.12889793887734413,56.0
0.013004100871535968,0.012038350105285645,0.17767202481627464,58.0
0.012987171101120283,0.011068213731050491,0.19277458637952805,60.0
